CustomerID,TotalSpent,AvgOrderValue,OrderValueStd,OrderCount,TotalQuantity,AvgQuantity,QuantityStd,FirstPurchase,LastPurchase,UniqueProducts,CustomerLifetime,AvgDaysBetweenOrders,RevenuePerDay,Is_Anomaly,Anomaly_Score
13804.0,2635.79,19.24,8.89,137,1498,10.93,9.21,2011-02-23 09:09:00,2011-11-09 12:32:00,124,259,1.8905109489051095,10.176795366795366,1,0.17650217321094186
13805.0,924.6,71.12,53.34,13,1900,146.15,56.42,2011-08-02 15:29:00,2011-10-18 14:50:00,10,76,5.846153846153846,12.16578947368421,1,0.00926618651177824
13808.0,1747.66,23.0,18.03,76,782,10.29,7.57,2011-09-04 12:07:00,2011-12-04 12:18:00,70,91,1.1973684210526316,19.205054945054947,1,0.18002612831403858
13810.0,1499.01,42.83,98.91,35,312,8.91,3.73,2011-10-14 12:57:00,2011-11-11 08:33:00,32,27,0.7714285714285715,55.51888888888889,1,0.06776829878275081
13811.0,814.5,62.65,50.2,13,68,5.23,2.59,2011-04-14 18:40:00,2011-06-09 09:54:00,7,55,4.230769230769231,14.809090909090909,1,0.10359272808288389
13812.0,539.0,14.97,4.94,36,333,9.25,6.28,2011-08-26 12:54:00,2011-10-28 14:27:00,33,63,1.75,8.555555555555555,1,0.17852070760820188
13813.0,1366.86,19.81,10.83,69,552,8.0,6.61,2011-07-28 10:33:00,2011-10-31 10:38:00,54,95,1.3768115942028984,14.387999999999998,1,0.18764830354500894
13814.0,1579.12,27.7,20.27,57,864,15.16,10.51,2011-07-25 13:54:00,2011-09-08 13:48:00,37,44,0.7719298245614035,35.8890909090909,1,0.14892316923410853
13815.0,4027.36,22.88,19.22,176,2560,14.55,22.42,2011-01-25 12:16:00,2011-11-17 14:19:00,132,296,1.6818181818181819,13.605945945945946,1,0.15901997096306103
13816.0,571.67,20.42,11.15,28,269,9.61,6.91,2011-10-06 14:37:00,2011-11-16 08:38:00,25,40,1.4285714285714286,14.291749999999999,1,0.16921319195204748
13817.0,382.98,15.96,5.54,24,211,8.79,4.67,2010-12-23 11:46:00,2011-11-10 17:49:00,20,322,13.416666666666666,1.1893788819875777,1,0.14549013686736256
13819.0,1140.35,31.68,14.97,36,1109,30.81,34.36,2011-01-24 10:38:00,2011-02-11 10:38:00,26,18,0.5,63.352777777777774,1,0.09785382664306141
13821.0,385.64,6.54,4.67,59,153,2.59,1.74,2011-03-23 11:30:00,2011-07-18 09:49:00,51,116,1.9661016949152543,3.3244827586206895,1,0.16936298433886987
13822.0,632.0,6.58,13.0,96,611,6.36,12.12,2011-10-30 15:55:00,2011-12-04 12:13:00,90,34,0.3541666666666667,18.58823529411765,1,0.15076530247304942
13823.0,957.66,23.94,20.14,40,439,10.98,9.31,2011-09-09 10:42:00,2011-11-21 10:22:00,39,72,1.8,13.300833333333333,1,0.17934277028828588
13824.0,1698.94,36.93,36.31,46,768,16.7,16.82,2011-02-02 13:07:00,2011-11-07 12:41:00,34,277,6.021739130434782,6.133357400722022,1,0.15826692681162452
13827.0,412.05,4.43,4.14,93,141,1.52,1.43,2011-07-19 15:38:00,2011-10-13 12:38:00,83,85,0.9139784946236559,4.847647058823529,1,0.15476947387042034
13831.0,2202.99,29.77,51.5,74,745,10.07,20.32,2010-12-05 12:13:00,2011-11-23 15:41:00,58,353,4.77027027027027,6.240764872521246,1,0.1533091186396004
13835.0,834.57,15.17,5.44,55,442,8.04,4.97,2011-05-08 15:22:00,2011-11-14 15:37:00,48,190,3.4545454545454546,4.392473684210526,1,0.19454268702041738
13837.0,271.24,14.28,13.36,19,183,9.63,10.3,2011-01-26 12:15:00,2011-05-12 12:10:00,17,105,5.526315789473684,2.5832380952380953,1,0.17948889051826034
13838.0,691.73,3.98,3.53,174,263,1.51,1.55,2010-12-05 10:45:00,2011-12-04 11:00:00,144,364,2.0919540229885056,1.9003571428571429,1,0.1338425942768221
13842.0,3385.62,16.44,6.55,206,1768,8.58,7.23,2010-12-08 10:39:00,2011-10-12 10:51:00,155,308,1.4951456310679612,10.992272727272727,1,0.16264815837169622
13846.0,865.06,15.73,5.06,55,388,7.05,3.84,2010-12-14 16:07:00,2011-11-15 12:07:00,55,335,6.090909090909091,2.5822686567164177,1,0.17118822570487707
13848.0,1255.0,251.0,180.22,5,3700,740.0,618.87,2010-12-08 15:10:00,2011-09-08 12:58:00,3,273,54.6,4.597069597069597,-1,-0.17315921628938602
13849.0,1537.95,15.23,5.3,101,1016,10.06,6.6,2011-06-22 10:11:00,2011-10-19 10:59:00,97,119,1.1782178217821782,12.923949579831934,1,0.17669696226370368
13851.0,2651.46,32.73,98.1,81,1705,21.05,53.27,2011-02-24 17:18:00,2011-09-05 12:36:00,77,192,2.3703703703703702,13.8096875,1,0.12326432379026236
13854.0,8109.52,73.72,65.01,110,2296,20.87,18.18,2010-12-09 10:48:00,2011-12-01 09:06:00,39,356,3.2363636363636363,22.779550561797755,1,0.0738716811458921
13856.0,388.5,27.75,29.0,14,494,35.29,44.73,2011-05-20 13:13:00,2011-06-24 10:03:00,10,34,2.4285714285714284,11.426470588235293,1,0.13025814183876228
13860.0,1245.9,16.39,5.1,76,591,7.78,6.48,2011-09-14 09:27:00,2011-12-08 12:57:00,58,85,1.118421052631579,14.65764705882353,1,0.18046156339585434
13862.0,2209.36,15.89,6.19,139,1688,12.14,6.31,2011-01-11 15:13:00,2011-11-21 16:24:00,97,314,2.258992805755396,7.036178343949045,1,0.17435622124069472
13865.0,501.56,16.72,4.28,30,204,6.8,3.81,2011-02-23 12:04:00,2011-10-12 13:31:00,26,231,7.7,2.1712554112554114,1,0.1776026100964962
13867.0,1015.29,16.64,7.93,61,513,8.41,6.64,2011-05-05 17:28:00,2011-11-08 15:48:00,51,186,3.0491803278688523,5.458548387096774,1,0.19864417347506852
13868.0,3192.54,96.74,464.73,33,1964,59.52,258.78,2011-11-01 12:45:00,2011-12-02 16:32:00,32,31,0.9393939393939394,102.98516129032258,-1,-0.03720934042392843
13869.0,3104.95,10.11,5.95,307,1721,5.61,5.23,2010-12-17 15:14:00,2011-08-08 13:53:00,234,233,0.758957654723127,13.325965665236051,1,0.12517746119208045
13870.0,2770.94,24.1,32.06,115,1325,11.52,12.65,2011-02-25 09:09:00,2011-12-07 13:23:00,91,285,2.4782608695652173,9.722596491228071,1,0.16944175882710621
13871.0,6403.25,19.06,9.39,336,2806,8.35,6.42,2011-02-04 09:30:00,2011-11-17 10:49:00,155,286,0.8511904761904762,22.388986013986013,1,0.11255301258764461
13873.0,389.6,16.94,4.85,23,140,6.09,5.21,2011-02-03 09:37:00,2011-08-12 10:08:00,21,190,8.26086956521739,2.0505263157894738,1,0.17450678098782335
13875.0,1786.79,17.18,17.3,104,1316,12.65,8.31,2011-02-11 15:39:00,2011-10-17 09:36:00,79,247,2.375,7.233967611336032,1,0.18776589157054668
13880.0,3219.77,19.51,9.21,165,1842,11.16,6.62,2010-12-07 14:00:00,2011-11-18 13:44:00,125,345,2.090909090909091,9.332666666666666,1,0.1605415489473374
13881.0,17159.52,96.4,95.14,178,10118,56.84,56.67,2011-02-01 10:14:00,2011-12-06 12:50:00,72,308,1.7303370786516854,55.71272727272727,-1,-0.03826720255984528
13882.0,1191.13,18.33,9.96,65,953,14.66,12.86,2011-10-06 15:28:00,2011-12-07 11:16:00,54,61,0.9384615384615385,19.526721311475413,1,0.16852213884397504
13883.0,2674.48,18.83,8.1,142,1436,10.11,8.22,2011-03-31 17:17:00,2011-11-29 10:45:00,108,242,1.704225352112676,11.051570247933885,1,0.18121575338874074
13884.0,787.6,13.35,10.54,59,300,5.08,6.02,2011-03-01 13:40:00,2011-12-02 16:30:00,45,276,4.677966101694915,2.853623188405797,1,0.18890327608346508
13885.0,506.8,18.1,8.59,28,182,6.5,4.77,2011-05-23 08:52:00,2011-06-03 15:07:00,28,11,0.39285714285714285,46.07272727272727,1,0.13714042486651035
13888.0,605.63,15.14,5.55,40,258,6.45,5.83,2011-05-05 14:41:00,2011-08-12 10:13:00,38,98,2.45,6.179897959183673,1,0.19029854558177844
13890.0,1883.81,17.13,5.81,110,831,7.55,5.85,2010-12-16 09:31:00,2011-12-08 15:36:00,74,357,3.2454545454545456,5.276778711484594,1,0.17288525497075563
13892.0,632.97,23.44,23.47,27,983,36.41,74.2,2011-04-07 12:04:00,2011-11-13 11:50:00,26,219,8.11111111111111,2.8902739726027398,1,0.15464955727702917
13894.0,564.62,20.91,13.65,27,354,13.11,14.31,2011-02-02 12:54:00,2011-11-16 09:44:00,25,286,10.592592592592593,1.9741958041958043,1,0.16662067975547268
13895.0,2593.07,21.98,18.66,118,1365,11.57,11.63,2011-06-28 10:17:00,2011-11-11 16:57:00,97,136,1.152542372881356,19.066691176470588,1,0.1740540149274576
13899.0,388.52,20.45,9.46,19,156,8.21,2.9,2011-03-10 09:30:00,2011-11-23 13:40:00,19,258,13.578947368421053,1.505891472868217,1,0.1537344262464732
13900.0,740.95,17.23,14.37,43,430,10.0,7.43,2011-03-22 10:13:00,2011-06-09 19:26:00,42,79,1.8372093023255813,9.379113924050634,1,0.1840999834245931
13901.0,2867.2,19.24,9.54,149,1739,11.67,10.39,2011-01-25 09:01:00,2011-09-28 14:48:00,144,246,1.651006711409396,11.655284552845528,1,0.17347140765085167
13904.0,332.64,12.79,4.28,26,332,12.77,6.35,2011-02-18 11:18:00,2011-11-02 13:41:00,24,257,9.884615384615385,1.2943190661478599,1,0.1648512387532538
13908.0,2369.55,19.42,14.32,122,1478,12.11,13.14,2011-03-08 12:04:00,2011-09-21 11:49:00,104,196,1.6065573770491803,12.089540816326531,1,0.18160467906974154
13911.0,2580.91,17.44,13.9,148,2731,18.45,37.25,2011-02-04 14:46:00,2011-10-13 15:43:00,120,251,1.695945945945946,10.282509960159363,1,0.15849168969564148
13914.0,626.45,18.98,11.13,33,380,11.52,8.74,2011-11-03 16:28:00,2011-11-28 10:35:00,28,24,0.7272727272727273,26.102083333333336,1,0.1660716168490543
13917.0,272.04,15.11,7.7,18,228,12.67,7.03,2011-06-01 12:46:00,2011-10-21 09:56:00,16,141,7.833333333333333,1.9293617021276597,1,0.17537297884816533
13918.0,1212.84,40.43,49.83,30,1140,38.0,70.43,2011-03-31 18:05:00,2011-10-21 12:25:00,30,203,6.766666666666667,5.974581280788177,1,0.1375257860866521
13919.0,384.81,13.74,5.26,28,474,16.93,9.77,2011-08-10 10:15:00,2011-10-11 14:24:00,24,62,2.2142857142857144,6.206612903225807,1,0.16052783583947744
13924.0,1838.85,15.72,7.3,117,1575,13.46,12.58,2011-09-28 15:07:00,2011-12-08 09:39:00,90,70,0.5982905982905983,26.26928571428571,1,0.1543468873021555
13925.0,678.25,16.54,6.25,41,331,8.07,8.12,2011-07-28 12:09:00,2011-09-08 12:47:00,28,42,1.024390243902439,16.148809523809526,1,0.17211669591159573
13928.0,464.57,17.21,6.32,27,129,4.78,3.95,2011-07-29 15:59:00,2011-11-29 10:33:00,23,122,4.518518518518518,3.807950819672131,1,0.18215795856062272
13929.0,842.65,93.63,122.37,9,143,15.89,11.75,2011-01-17 15:11:00,2011-06-23 15:26:00,8,157,17.444444444444443,5.367197452229299,1,0.02890828333371054
13930.0,337.34,19.84,8.03,17,274,16.12,8.05,2011-07-26 11:00:00,2011-10-13 09:45:00,15,78,4.588235294117647,4.324871794871795,1,0.16251425780205114
13931.0,1237.53,21.34,31.77,58,725,12.5,8.05,2011-03-04 08:43:00,2011-09-05 10:12:00,56,185,3.189655172413793,6.689351351351351,1,0.19091192759641773
13933.0,608.79,26.47,13.94,23,205,8.91,3.5,2011-07-14 13:35:00,2011-08-22 14:03:00,23,39,1.6956521739130435,15.61,1,0.16448098169364023
13939.0,568.55,12.63,7.67,45,847,18.82,11.37,2011-02-01 11:30:00,2011-11-16 13:33:00,43,288,6.4,1.9741319444444443,1,0.17058359212147045
13940.0,839.14,17.13,7.46,49,516,10.53,9.88,2011-07-18 16:05:00,2011-11-22 15:15:00,39,126,2.5714285714285716,6.6598412698412695,1,0.19517383224391288
13941.0,5112.96,113.62,92.08,45,2364,52.53,55.84,2010-12-02 10:17:00,2011-11-18 09:43:00,24,350,7.777777777777778,14.608457142857143,1,0.03652238860032231
13946.0,561.57,51.05,53.59,11,443,40.27,42.74,2011-03-17 10:02:00,2011-09-21 13:33:00,11,188,17.09090909090909,2.9870744680851065,1,0.1002658656213874
13949.0,2427.32,15.17,13.47,160,2474,15.46,12.12,2011-09-06 11:55:00,2011-12-07 09:35:00,124,91,0.56875,26.673846153846156,1,0.14219716406381855
13950.0,745.06,21.29,14.56,35,323,9.23,7.56,2011-04-07 11:29:00,2011-11-28 14:44:00,33,235,6.714285714285714,3.170468085106383,1,0.1881417423950379
13951.0,674.45,17.29,6.16,39,459,11.77,19.12,2011-02-18 15:21:00,2011-06-16 16:43:00,38,118,3.0256410256410255,5.715677966101695,1,0.1929165712949868
13952.0,3251.07,23.73,12.4,137,1431,10.45,9.28,2011-04-15 09:27:00,2011-05-06 09:00:00,120,20,0.145985401459854,162.5535,1,0.05746331735406507
13953.0,3515.68,175.78,238.02,20,2724,136.2,193.38,2010-12-22 10:29:00,2011-12-02 16:04:00,8,345,17.25,10.190376811594202,-1,-0.08130609548700962
13954.0,439.92,17.6,6.39,25,150,6.0,3.99,2011-09-30 10:52:00,2011-12-08 12:50:00,24,69,2.76,6.375652173913044,1,0.17520521031560032
13955.0,322.96,9.79,10.12,33,154,4.67,4.63,2011-02-07 12:24:00,2011-07-08 17:19:00,33,151,4.575757575757576,2.1388079470198673,1,0.17972788725486116
13956.0,1026.42,6.75,6.58,152,491,3.23,4.87,2011-03-13 12:51:00,2011-12-04 13:20:00,123,266,1.75,3.8587218045112786,1,0.16838485215079096
13959.0,598.2,6.5,6.91,92,357,3.88,4.04,2010-12-12 13:56:00,2011-09-21 15:06:00,79,283,3.0760869565217392,2.1137809187279153,1,0.17488779772423174
13960.0,230.22,19.18,16.87,12,142,11.83,6.29,2011-09-29 12:39:00,2011-11-18 15:27:00,11,50,4.166666666666667,4.6044,1,0.16334304694285007
13962.0,169.55,15.41,3.41,11,87,7.91,8.69,2011-04-08 11:21:00,2011-11-18 08:47:00,11,223,20.272727272727273,0.7603139013452915,1,0.12474974951808115
13963.0,664.54,18.99,10.14,35,460,13.14,14.48,2010-12-07 09:21:00,2011-02-04 14:43:00,35,59,1.6857142857142857,11.263389830508475,1,0.17808306602434232
13969.0,9053.94,14.46,20.2,626,4542,7.26,9.82,2010-12-09 19:32:00,2011-12-02 15:11:00,334,357,0.5702875399361023,25.361176470588237,1,0.0038285249697176393
13971.0,2758.26,18.51,8.0,149,1844,12.38,9.01,2011-02-27 12:27:00,2011-11-21 12:06:00,118,266,1.7852348993288591,10.369398496240603,1,0.17396944966967492
13972.0,190.25,12.68,5.2,15,187,12.47,10.01,2011-05-22 11:34:00,2011-09-30 11:54:00,15,131,8.733333333333333,1.452290076335878,1,0.16599864471521975
13975.0,2526.28,7.47,7.24,338,1732,5.12,6.93,2011-03-08 12:19:00,2011-11-08 13:19:00,240,245,0.7248520710059172,10.311346938775511,1,0.1130550977330601
13978.0,196.79,13.12,12.52,15,315,21.0,19.76,2011-10-25 15:04:00,2011-11-25 11:36:00,14,30,2.0,6.559666666666667,1,0.1466426578344922
13982.0,1871.81,16.86,15.37,111,1136,10.23,9.43,2010-12-09 13:57:00,2011-10-31 16:24:00,72,326,2.936936936936937,5.741748466257668,1,0.18654127365051065
13983.0,2603.43,24.33,48.45,107,1183,11.06,10.85,2010-12-08 10:38:00,2011-11-10 11:06:00,91,337,3.149532710280374,7.725311572700297,1,0.1582963624190466
13984.0,920.51,57.53,103.63,16,679,42.44,98.61,2010-12-08 15:58:00,2011-11-13 12:38:00,14,339,21.1875,2.7153687315634216,1,0.056770489045877115
13985.0,7060.13,20.11,8.45,351,3447,9.82,4.66,2011-03-20 13:48:00,2011-12-05 17:06:00,108,260,0.7407407407407407,27.154346153846156,1,0.09691613138324479
13988.0,4147.96,17.73,9.8,234,3044,13.01,12.28,2011-03-30 11:48:00,2011-11-20 10:15:00,188,234,1.0,17.726324786324785,1,0.13059740868390468
13989.0,1266.08,30.88,30.72,41,1313,32.02,45.0,2011-04-14 15:39:00,2011-10-05 09:47:00,33,173,4.219512195121951,7.318381502890173,1,0.1682082923434851
13991.0,855.97,10.19,8.27,84,998,11.88,13.08,2011-07-19 12:58:00,2011-11-27 16:18:00,58,131,1.5595238095238095,6.53412213740458,1,0.17840695059735417
13993.0,3466.36,28.65,28.62,121,900,7.44,6.5,2011-01-13 10:43:00,2011-10-28 09:06:00,66,287,2.371900826446281,12.077909407665505,1,0.16528141898824739
13994.0,2313.14,14.92,8.87,155,940,6.06,5.6,2011-07-14 18:28:00,2011-12-06 11:05:00,122,144,0.9290322580645162,16.06347222222222,1,0.1726388135034978
13995.0,1393.69,16.21,5.29,86,879,10.22,4.8,2011-04-08 08:20:00,2011-11-24 14:22:00,55,230,2.6744186046511627,6.059521739130435,1,0.19117960551478513
13999.0,3901.81,18.76,11.63,208,2243,10.78,5.98,2010-12-13 11:23:00,2011-11-29 13:40:00,102,351,1.6875,11.116267806267807,1,0.15886035136024124
14001.0,2043.08,52.39,52.83,39,962,24.67,31.61,2010-12-01 12:58:00,2011-10-25 10:31:00,34,327,8.384615384615385,6.247951070336391,1,0.11835686996628625
14002.0,529.73,11.27,5.52,47,877,18.66,17.48,2011-07-06 14:59:00,2011-07-28 15:55:00,47,22,0.46808510638297873,24.078636363636363,1,0.13561515085404818
14004.0,4582.64,26.8,15.84,171,2668,15.6,12.95,2011-02-24 09:28:00,2011-10-27 14:40:00,102,245,1.432748538011696,18.70465306122449,1,0.1531407761615513
14005.0,2874.72,34.22,38.6,84,2478,29.5,36.18,2011-05-08 10:33:00,2011-11-30 12:41:00,53,206,2.4523809523809526,13.95495145631068,1,0.14122495441961147
14006.0,962.19,32.07,34.45,30,641,21.37,26.79,2011-01-31 15:11:00,2011-08-16 09:39:00,22,196,6.533333333333333,4.909132653061225,1,0.16153406567986733
14009.0,695.61,16.56,5.36,42,365,8.69,5.6,2011-05-18 13:00:00,2011-05-25 15:47:00,42,7,0.16666666666666666,99.37285714285714,1,0.12141798184301306
14013.0,473.02,13.91,6.9,34,462,13.59,9.83,2011-03-09 08:59:00,2011-08-21 15:01:00,30,165,4.852941176470588,2.866787878787879,1,0.19312414730365862
14016.0,4341.21,26.96,32.03,161,2125,13.2,13.05,2010-12-17 14:21:00,2011-07-01 11:29:00,154,195,1.2111801242236024,22.262615384615383,1,0.14355594583290682
14019.0,1421.61,21.54,17.49,66,1037,15.71,22.06,2011-07-24 15:39:00,2011-10-24 10:13:00,37,91,1.378787878787879,15.622087912087911,1,0.17850416624725396
14020.0,642.8,16.48,7.13,39,441,11.31,8.28,2011-09-12 15:32:00,2011-11-23 09:22:00,37,71,1.8205128205128205,9.053521126760563,1,0.1811261341320738
14021.0,631.9,28.72,19.18,22,192,8.73,6.51,2011-03-28 15:10:00,2011-07-07 15:46:00,22,101,4.590909090909091,6.256435643564356,1,0.1793465862382515
14023.0,584.07,18.84,7.94,31,345,11.13,8.61,2011-04-03 15:50:00,2011-12-02 13:58:00,30,242,7.806451612903226,2.413512396694215,1,0.18277166772758036
14024.0,327.7,20.48,4.76,16,150,9.38,6.81,2011-08-07 13:31:00,2011-08-10 11:30:00,16,2,0.125,163.85,1,0.08727038825882688
14029.0,467.66,31.18,19.7,15,198,13.2,11.1,2011-07-18 16:57:00,2011-10-07 14:46:00,15,80,5.333333333333333,5.845750000000001,1,0.16533114794738152
14030.0,2360.09,9.71,21.85,243,1479,6.09,6.39,2010-12-08 16:11:00,2011-11-21 16:48:00,210,348,1.4320987654320987,6.781867816091954,1,0.1394889817155111
14031.0,17286.86,69.15,136.46,250,5788,23.15,37.87,2010-12-02 16:34:00,2011-12-02 17:13:00,119,365,1.46,47.361260273972604,-1,-0.051882003671985255
14032.0,2975.59,20.81,17.13,143,2032,14.21,12.27,2010-12-08 10:53:00,2011-12-07 15:23:00,53,364,2.5454545454545454,8.174697802197803,1,0.15735938367739066
14034.0,651.82,7.32,13.12,89,423,4.75,9.13,2011-07-05 13:06:00,2011-11-17 14:02:00,82,135,1.5168539325842696,4.828296296296297,1,0.17638576539292106
14035.0,1428.02,21.64,19.64,66,739,11.2,11.16,2011-02-15 12:48:00,2011-11-11 10:03:00,41,268,4.0606060606060606,5.328432835820895,1,0.1913308065335554
14037.0,147.2,5.26,4.02,28,46,1.64,1.34,2010-12-10 11:39:00,2011-06-16 13:57:00,27,188,6.714285714285714,0.7829787234042552,1,0.1519501466667766
14038.0,1560.38,16.96,4.66,92,965,10.49,4.51,2011-05-16 14:05:00,2011-09-22 13:37:00,64,128,1.391304347826087,12.19046875,1,0.18262647113160296
14040.0,3614.92,15.38,18.02,235,1554,6.61,8.78,2011-01-12 14:57:00,2011-10-30 12:42:00,146,290,1.2340425531914894,12.465241379310346,1,0.15219972194204462
14044.0,652.82,3.12,3.99,209,308,1.47,0.89,2011-02-03 11:39:00,2011-11-13 12:05:00,165,283,1.354066985645933,2.30678445229682,1,0.13443220593221406
14045.0,1659.75,276.62,93.48,6,535,89.17,43.6,2010-12-01 11:32:00,2011-08-22 15:27:00,4,264,44.0,6.286931818181818,-1,-0.0733493013274622
14047.0,1308.61,40.89,43.92,32,381,11.91,11.96,2010-12-02 10:09:00,2011-12-01 11:43:00,22,364,11.375,3.595082417582417,1,0.12139268147065768
14049.0,5681.72,11.64,12.25,488,3870,7.93,9.98,2011-01-26 11:27:00,2011-11-23 12:20:00,348,301,0.6168032786885246,18.876146179401996,1,0.04405346684031758
14050.0,746.36,13.82,5.1,54,689,12.76,6.24,2011-08-25 13:46:00,2011-11-08 10:00:00,49,74,1.3703703703703705,10.085945945945946,1,0.17657425869253007
14051.0,15610.39,74.34,58.82,210,3756,17.89,11.4,2010-12-08 12:49:00,2011-12-09 10:20:00,52,365,1.7380952380952381,42.768191780821915,1,0.018284356120893075
14056.0,8214.65,7.43,7.59,1106,4273,3.86,4.69,2011-02-28 15:19:00,2011-12-08 13:36:00,320,282,0.2549728752260398,29.12996453900709,-1,-0.036002810093567095
14057.0,6217.96,21.89,28.87,284,4876,17.17,19.23,2010-12-14 12:11:00,2011-11-16 10:32:00,179,336,1.1830985915492958,18.505833333333335,1,0.09409252399792789
14060.0,6140.42,30.4,32.2,202,5386,26.66,24.89,2010-12-02 12:11:00,2011-12-05 12:29:00,86,368,1.8217821782178218,16.685923913043478,1,0.0853513557811873
14062.0,10464.85,94.28,93.16,111,5593,50.39,90.67,2010-12-10 15:56:00,2011-11-30 10:04:00,60,354,3.189189189189189,29.56172316384181,1,0.0015501716961542344
14064.0,1353.74,16.92,36.86,80,1788,22.35,96.47,2011-03-10 12:59:00,2011-11-10 13:14:00,59,245,3.0625,5.525469387755102,1,0.16399999291088818
14067.0,374.7,7.21,5.99,52,361,6.94,11.38,2011-09-04 12:00:00,2011-10-07 10:21:00,51,32,0.6153846153846154,11.709375,1,0.16228090186003008
14071.0,1438.82,4.44,5.94,324,995,3.07,4.63,2011-03-20 11:33:00,2011-12-06 12:27:00,271,261,0.8055555555555556,5.51272030651341,1,0.10840792348253037
14075.0,942.26,21.91,14.63,43,754,17.53,10.15,2011-03-23 16:35:00,2011-12-05 08:38:00,33,256,5.953488372093023,3.680703125,1,0.18086213576453936
14077.0,499.42,11.89,15.6,42,268,6.38,8.61,2011-03-10 15:52:00,2011-10-30 12:35:00,33,233,5.5476190476190474,2.1434334763948497,1,0.1892064136288349
14078.0,1049.37,16.14,32.06,65,310,4.77,6.24,2010-12-01 12:54:00,2011-08-30 12:16:00,46,271,4.1692307692307695,3.872214022140221,1,0.1780090881742334
14081.0,934.52,6.11,4.33,153,596,3.9,5.24,2010-12-05 15:47:00,2011-02-10 16:17:00,126,67,0.43790849673202614,13.948059701492538,1,0.1500191377660262
14083.0,1018.43,5.63,5.0,181,732,4.04,9.92,2010-12-03 12:24:00,2011-12-05 13:14:00,162,367,2.027624309392265,2.7750136239782015,1,0.14373490429920016
14085.0,4448.54,9.89,8.07,450,3184,7.08,9.03,2010-12-06 12:39:00,2011-12-07 13:46:00,272,366,0.8133333333333334,12.15448087431694,1,0.0842038530274759
14088.0,50491.81,85.72,67.02,589,12665,21.5,17.59,2011-01-21 13:07:00,2011-11-29 16:16:00,379,312,0.5297113752122241,161.83272435897436,-1,-0.1495525445913639
14092.0,4076.91,19.05,10.45,214,2066,9.65,5.91,2010-12-16 15:47:00,2011-12-02 12:13:00,117,350,1.6355140186915889,11.648314285714285,1,0.1617195872563354
14096.0,65164.79,12.75,52.56,5111,16352,3.2,5.05,2011-08-30 10:49:00,2011-12-05 17:17:00,1119,97,0.018978673449422813,671.8019587628866,-1,-0.23779568452344257
14099.0,3104.17,12.42,12.25,250,2179,8.72,10.47,2010-12-20 11:14:00,2011-11-23 13:53:00,167,338,1.352,9.183934911242604,1,0.14863659676373053
14101.0,5976.79,170.77,142.34,35,6942,198.34,409.07,2011-01-17 13:09:00,2011-09-27 12:28:00,15,252,7.2,23.717420634920636,-1,-0.09237248083024763
14102.0,1360.28,17.22,17.06,79,961,12.16,13.83,2011-10-26 12:46:00,2011-12-04 15:38:00,35,39,0.4936708860759494,34.87897435897436,1,0.15377882593994757
14104.0,216.21,10.3,18.69,21,72,3.43,5.42,2011-06-27 12:49:00,2011-07-08 12:50:00,21,11,0.5238095238095238,19.655454545454546,1,0.14059858326891883
14107.0,2703.23,21.98,12.75,123,1793,14.58,9.98,2010-12-10 13:29:00,2011-10-19 12:12:00,61,312,2.5365853658536586,8.664198717948718,1,0.17469158669375473
14108.0,597.91,17.59,9.84,34,381,11.21,7.75,2011-08-30 11:32:00,2011-11-09 10:41:00,33,70,2.0588235294117645,8.541571428571428,1,0.18253417921540532
14110.0,5683.15,36.43,52.77,156,2457,15.75,16.0,2011-03-18 09:59:00,2011-12-06 12:26:00,94,263,1.685897435897436,21.60893536121673,1,0.13424461800643273
14111.0,692.85,69.28,49.02,10,458,45.8,44.23,2011-04-12 11:36:00,2011-11-25 13:44:00,10,227,22.7,3.0522026431718063,1,0.07040887544976404
14112.0,2915.15,18.22,9.18,160,1651,10.32,7.45,2011-03-09 11:28:00,2011-11-17 12:30:00,117,253,1.58125,11.522332015810276,1,0.1793679336000672
14113.0,1840.42,54.13,89.99,34,745,21.91,23.57,2010-12-20 12:14:00,2011-12-06 12:18:00,26,351,10.323529411764707,5.243361823361823,1,0.08265197500472565
14114.0,386.53,25.77,19.19,15,101,6.73,3.9,2011-01-13 11:05:00,2011-03-11 09:42:00,15,56,3.7333333333333334,6.902321428571428,1,0.16165409327027347
14116.0,1382.74,19.2,11.23,72,707,9.82,7.97,2011-08-10 12:44:00,2011-11-20 10:29:00,61,101,1.4027777777777777,13.69049504950495,1,0.18923718146294638
14121.0,2780.15,17.49,10.34,159,2082,13.09,10.09,2011-10-11 10:39:00,2011-12-06 12:19:00,148,56,0.3522012578616352,49.645535714285714,1,0.1094788915156299
14125.0,2740.43,16.41,6.2,167,1640,9.82,6.66,2011-09-22 15:40:00,2011-11-29 12:47:00,159,67,0.40119760479041916,40.90194029850746,1,0.11738090164369269
14126.0,706.13,47.08,73.92,15,508,33.87,72.63,2011-11-29 12:21:00,2011-12-02 11:45:00,14,2,0.13333333333333333,353.065,1,0.0064088726098192605
14127.0,709.71,16.13,5.03,44,321,7.3,5.07,2011-02-02 12:26:00,2011-08-09 10:49:00,39,187,4.25,3.79524064171123,1,0.19621580350445877
14128.0,637.5,13.86,5.93,46,564,12.26,7.17,2011-03-29 10:49:00,2011-10-10 12:00:00,40,195,4.239130434782608,3.269230769230769,1,0.19078830341445463
