StockCode,Description,TotalQuantity,AvgQuantity,OrderCount,TotalRevenue,AvgPrice,UniqueOrders,UniqueCustomers,RevenuePerOrder,ItemsPerOrder,CustomerPenetration
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,2.0,3,7.5,2.5,3,3,2.5,2.0,0.0006914035492048859
21828,EIGHT PIECE SNAKE  SET,314,4.42,71,392.5,5.53,68,53,5.772058823529412,4.617647058823529,0.012214796035952985
21829,DINOSAUR KEYRINGS ASSORTED,6462,47.87,135,1332.93,9.87,131,104,10.175038167938931,49.32824427480916,0.023968656372436045
21830,ASSORTED CREEPY CRAWLIES,2599,28.25,92,1093.63,11.89,88,63,12.427613636363638,29.53409090909091,0.014519474533302604
21832,CHOCOLATE CALCULATOR,785,6.43,122,1306.73,10.71,115,83,11.362869565217391,6.826086956521739,0.019128831528001843
21833,CAMOUFLAGE LED TORCH,2628,21.9,120,4278.12,35.65,120,87,35.650999999999996,21.9,0.02005070292694169
21836,GINGHAM OVEN GLOVE RED HEART ,3,1.5,2,11.25,5.62,2,2,5.625,1.5,0.0004609356994699239
21839,MUMMY MOUSE RED GINGHAM RIBBON,1,1.0,1,5.45,5.45,1,1,5.45,1.0,0.00023046784973496196
21841,BABY MOUSE RED GINGHAM DRESS,73,3.32,22,310.25,14.1,20,19,15.5125,3.65,0.004378889144964277
21843,RED RETROSPOT CAKE STAND,1809,4.28,423,17929.75,42.39,421,260,42.58847980997625,4.296912114014252,0.05992164093109011
21844,RED RETROSPOT MUG,1814,13.34,136,4972.1,36.56,134,99,37.105223880597016,13.537313432835822,0.022816317123761237
21845,DAIRY MAID STRIPE MUG,1907,22.98,83,1721.09,20.74,82,63,20.98890243902439,23.25609756097561,0.014519474533302604
21846,PINK DIAMANTE PEN IN GIFT BOX,72,3.0,24,365.62,15.23,24,12,15.234166666666667,3.0,0.0027656141968195437
21847,GREEN  DIAMANTE PEN IN GIFT BOX,9,1.8,5,44.55,8.91,5,5,8.91,1.8,0.00115233924867481
21849,SILVER DIAMANTE PEN IN GIFT BOX,52,2.08,25,260.74,10.43,22,16,11.851818181818182,2.3636363636363638,0.0036874855957593914
21850,BLUE  DIAMANTE PEN IN GIFT BOX,61,2.77,22,276.75,12.58,21,12,13.178571428571429,2.9047619047619047,0.0027656141968195437
21851,LILAC DIAMANTE PEN IN GIFT BOX,26,1.73,15,138.72,9.25,15,12,9.248,1.7333333333333334,0.0027656141968195437
21864,UNION JACK FLAG PASSPORT COVER ,610,6.16,99,1192.44,12.04,96,65,12.42125,6.354166666666667,0.014980410232772528
21865,PINK UNION JACK  PASSPORT COVER ,223,3.1,72,463.38,6.44,68,52,6.814411764705882,3.2794117647058822,0.011984328186218023
21866,UNION JACK FLAG LUGGAGE TAG,537,4.88,110,670.46,6.1,106,79,6.325094339622642,5.066037735849057,0.018206960129061995
21867,PINK UNION JACK  LUGGAGE TAG,266,3.02,88,336.27,3.82,75,56,4.4836,3.546666666666667,0.01290619958515787
21868,POTTING SHED TEA MUG,2346,9.98,235,2926.98,12.46,232,153,12.616293103448276,10.112068965517242,0.035261581009449185
21870,I CAN ONLY PLEASE ONE PERSON MUG,1357,9.62,141,1668.89,11.84,137,97,12.18167883211679,9.905109489051094,0.02235538142429131
21871,SAVE THE PLANET MUG,5265,19.15,275,6151.78,22.37,270,133,22.784370370370368,19.5,0.030652224014749943
21872,GLAMOROUS  MUG,1269,10.23,124,1370.73,11.05,119,81,11.51873949579832,10.663865546218487,0.01866789582853192
21873,IF YOU CAN'T STAND THE HEAT MUG,1586,17.43,91,1752.34,19.26,88,62,19.912954545454543,18.022727272727273,0.014289006683567642
21874,GIN AND TONIC MUG,2852,14.55,196,3724.36,19.0,194,110,19.197731958762887,14.70103092783505,0.02535146347084582
21875,KINGS CHOICE MUG,2000,17.86,112,2249.56,20.09,111,83,20.266306306306305,18.01801801801802,0.019128831528001843
21876,POTTERING MUG,3548,17.74,200,4058.76,20.29,197,141,20.60284263959391,18.01015228426396,0.03249596681262964
21877,HOME SWEET HOME MUG,5347,17.88,299,6708.11,22.44,293,174,22.89457337883959,18.24914675767918,0.04010140585388338
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2397,15.27,157,1973.75,12.57,152,120,12.985197368421053,15.769736842105264,0.027656141968195436
21879,HEARTS GIFT TAPE,1027,17.41,59,303.23,5.14,57,52,5.319824561403509,18.017543859649123,0.011984328186218023
21880,RED RETROSPOT TAPE,1458,14.58,100,668.94,6.69,99,84,6.756969696969698,14.727272727272727,0.019359299377736807
21881,CUTE CATS TAPE,975,21.67,45,315.55,7.01,45,37,7.012222222222222,21.666666666666668,0.008527310440193593
21882,SKULLS TAPE,600,14.63,41,191.28,4.67,38,35,5.0336842105263155,15.789473684210526,0.00806637474072367
21883,STARS GIFT TAPE ,1368,14.71,93,581.06,6.25,93,82,6.247956989247311,14.709677419354838,0.01889836367826688
21884,CAKES AND BOWS GIFT  TAPE,1017,23.11,44,318.81,7.25,44,43,7.245681818181819,23.113636363636363,0.009910117538603365
21888,BINGO SET,1553,5.51,282,5725.71,20.3,280,210,20.448964285714286,5.546428571428572,0.04839824844434201
21889,WOODEN BOX OF DOMINOES,5778,12.4,466,7215.95,15.48,449,336,16.071158129175945,12.868596881959911,0.07743719751094723
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1075,5.97,180,3262.51,18.13,173,143,18.85843930635838,6.213872832369942,0.03295690251209956
21891,TRADITIONAL WOODEN SKIPPING ROPE,7919,22.12,358,10019.47,27.99,340,264,29.469029411764705,23.291176470588237,0.060843512330029964
21892,TRADITIONAL WOODEN CATCH CUP GAME ,2914,9.55,305,3656.75,11.99,295,235,12.395762711864407,9.877966101694915,0.054159944687716066
21894,POTTING SHED SEED ENVELOPES,476,6.35,75,610.73,8.14,71,57,8.601830985915493,6.704225352112676,0.013136667434892833
21895,POTTING SHED SOW 'N' GROW SET,1,1.0,1,4.25,4.25,1,1,4.25,1.0,0.00023046784973496196
21896,POTTING SHED TWINE,949,10.32,92,2158.5,23.46,89,79,24.252808988764045,10.662921348314606,0.018206960129061995
21897,POTTING SHED CANDLE CITRONELLA,402,201.0,2,1250.82,625.41,2,1,625.41,201.0,0.00023046784973496196
21898,POTTING SHED ROSE CANDLE,445,63.57,7,1423.03,203.29,7,6,203.29,63.57142857142857,0.0013828070984097719
21899,GARAGE KEY FOB,733,6.21,118,491.15,4.16,115,81,4.270869565217391,6.373913043478261,0.01866789582853192
21899,"KEY FOB , GARAGE DESIGN",1872,17.66,106,1141.92,10.77,103,89,11.086601941747574,18.174757281553397,0.020511638626411616
21900,"KEY FOB , SHED",3087,11.43,270,1963.03,7.27,265,166,7.40766037735849,11.649056603773586,0.038257663056003685
21901,"KEY FOB , BACK DOOR ",1746,7.16,244,1142.86,4.68,234,143,4.884017094017094,7.461538461538462,0.03295690251209956
21902,"KEY FOB , FRONT  DOOR ",1915,11.47,167,1176.73,7.05,161,114,7.30888198757764,11.894409937888199,0.026273334869785666
21903,MAN FLU METAL SIGN,1129,7.28,155,2360.58,15.23,153,113,15.428627450980391,7.379084967320262,0.0260428670200507
21904,HOUSE WRECKING METAL SIGN ,51,2.04,25,107.1,4.28,23,21,4.656521739130435,2.217391304347826,0.004839824844434202
21905,MORE BUTTER METAL SIGN ,685,6.17,111,707.41,6.37,110,84,6.431,6.2272727272727275,0.019359299377736807
21906,PHARMACIE FIRST AID TIN,483,5.08,95,3220.81,33.9,94,71,34.263936170212766,5.138297872340425,0.0163632173311823
21907,I'M ON HOLIDAY METAL SIGN,2294,6.91,332,4761.55,14.34,329,208,14.472796352583588,6.972644376899696,0.04793731274487209
21908,CHOCOLATE THIS WAY METAL SIGN,3635,9.54,381,7208.52,18.92,374,220,19.274117647058826,9.719251336898395,0.05070292694169164
21910,WAY OUT METAL SIGN ,36,4.5,8,59.4,7.42,8,8,7.425,4.5,0.0018437427978796957
21911,GARDEN METAL SIGN ,105,5.25,20,173.25,8.66,20,18,8.6625,5.25,0.004148421295229315
21912,VINTAGE SNAKES & LADDERS,1575,5.81,271,5523.53,20.38,268,201,20.610186567164178,5.876865671641791,0.046324037796727356
21913,VINTAGE SEASIDE JIGSAW PUZZLES,305,3.43,89,1142.53,12.84,89,72,12.837415730337078,3.4269662921348316,0.01659368518091726
21914,BLUE HARMONICA IN BOX ,7434,14.11,527,9222.63,17.5,517,306,17.838742746615086,14.379110251450676,0.07052316201889837
21915,RED  HARMONICA IN BOX ,20975,36.99,567,23793.93,41.96,561,349,42.41342245989305,37.38859180035651,0.08043327955750172
21916,SET 12 RETRO WHITE CHALK STICKS,4363,17.11,255,1771.54,6.95,248,156,7.1433064516129035,17.592741935483872,0.03595298455865407
21917,SET 12 KIDS  WHITE CHALK STICKS,4095,21.67,189,1653.24,8.75,186,132,8.888387096774194,22.016129032258064,0.030421756165014982
21918,SET 12 KIDS COLOUR  CHALK STICKS,7013,24.52,286,2814.7,9.84,282,193,9.981205673758865,24.868794326241133,0.04448029499884766
21922,UNION STRIPE WITH FRINGE  HAMMOCK,759,4.49,169,5682.09,33.62,167,113,34.024491017964074,4.544910179640719,0.0260428670200507
21925,UNION STRIPE CUSHION COVER ,403,6.11,66,503.75,7.63,65,38,7.75,6.2,0.008757778289928554
21926,RED/CREAM STRIPE CUSHION COVER ,414,6.9,60,509.9,8.5,60,35,8.498333333333333,6.9,0.00806637474072367
21927,BLUE/CREAM STRIPE CUSHION COVER ,622,6.28,99,769.9,7.78,98,41,7.856122448979591,6.346938775510204,0.00944918183913344
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,7757,17.01,456,14632.97,32.09,451,232,32.44560975609756,17.199556541019955,0.053468541138511176
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1947,20.94,93,3430.65,36.89,91,76,37.69945054945055,21.395604395604394,0.01751555657985711
21929,JUMBO BAG PINK VINTAGE PAISLEY,9889,16.32,606,18429.98,30.41,602,308,30.614584717607972,16.42691029900332,0.07098409771836829
21930,JUMBO STORAGE BAG SKULLS,5706,11.86,481,10890.79,22.64,471,220,23.122696390658177,12.114649681528663,0.05070292694169164
21931,JUMBO STORAGE BAG SUKI,11516,14.71,783,21790.95,27.83,774,333,28.153682170542638,14.878552971576227,0.07674579396174233
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2467,7.54,327,4363.66,13.34,319,218,13.679184952978057,7.733542319749216,0.05024199124222171
21933,PINK VINTAGE PAISLEY PICNIC BAG,2410,8.2,294,4295.86,14.61,283,198,15.17971731448763,8.515901060070671,0.04563263424752247
21934,SKULL SHOULDER BAG,1288,9.01,143,2081.2,14.55,143,85,14.553846153846152,9.006993006993007,0.019589767227471768
21935,SUKI  SHOULDER BAG,1763,8.6,205,2824.37,13.78,204,121,13.844950980392156,8.642156862745098,0.0278866098179304
21936,RED RETROSPOT PICNIC BAG,3758,9.69,388,10371.66,26.73,385,223,26.939376623376624,9.761038961038961,0.05139433049089652
21937,STRAWBERRY   PICNIC BAG,1591,7.65,208,4433.45,21.31,206,146,21.521601941747573,7.723300970873787,0.03364830606130445
21942,SKULLS DESIGN FLANNEL,161,7.0,23,134.55,5.85,23,14,5.8500000000000005,7.0,0.0032265498962894676
21943,CAKES AND RABBITS DESIGN FLANNEL ,57,5.7,10,48.45,4.84,10,7,4.845000000000001,5.7,0.0016132749481447338
21944,KITTENS DESIGN FLANNEL,232,6.82,34,177.88,5.23,33,24,5.390303030303031,7.03030303030303,0.0055312283936390875
21945,STRAWBERRIES  DESIGN FLANNEL ,225,7.5,30,190.79,6.36,29,27,6.578965517241379,7.758620689655173,0.006222631942843973
21946,PARTY TIME DESIGN FLANNEL,72,6.55,11,58.9,5.35,11,8,5.3545454545454545,6.545454545454546,0.0018437427978796957
21947,SET OF 6 HEART CHOPSTICKS,596,6.77,88,743.98,8.45,82,62,9.072926829268292,7.2682926829268295,0.014289006683567642
21948,SET OF 6 CAKE CHOPSTICKS,418,7.46,56,543.07,9.7,54,37,10.056851851851853,7.7407407407407405,0.008527310440193593
21949,SET OF 6 STRAWBERRY CHOPSTICKS,613,10.39,59,725.49,12.3,59,46,12.296440677966102,10.389830508474576,0.010601521087808251
21955,DOORMAT UNION JACK GUNS AND ROSES,1159,7.34,158,6635.61,42.0,155,108,42.81038709677419,7.47741935483871,0.024890527771375893
21967,PACK OF 12 SKULL TISSUES,5166,28.7,180,1506.24,8.37,173,129,8.706589595375723,29.86127167630058,0.029730352615810095
21972,SET OF 36 DINOSAUR PAPER DOILIES,292,7.49,39,423.4,10.86,39,35,10.856410256410255,7.487179487179487,0.00806637474072367
21973,SET OF 36 MUSHROOM PAPER DOILIES,159,5.3,30,230.55,7.68,30,25,7.6850000000000005,5.3,0.005761696243374049
21974,SET OF 36 PAISLEY FLOWER DOILIES,2036,8.89,229,2942.51,12.85,229,177,12.84938864628821,8.890829694323145,0.04079280940308827
21975,PACK OF 60 DINOSAUR CAKE CASES,12134,21.44,566,5934.68,10.49,529,287,11.218676748582231,22.937618147448013,0.06614427287393408
21976,PACK OF 60 MUSHROOM CAKE CASES,4967,17.19,289,2513.13,8.7,276,181,9.10554347826087,17.996376811594203,0.041714680802028115
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24264,35.37,686,11629.7,16.95,669,410,17.383707025411063,36.26905829596413,0.09449181839133441
21980,PACK OF 12 RED RETROSPOT TISSUES ,6523,25.88,252,2003.31,7.95,250,192,8.01324,26.092,0.0442498271491127
21981,PACK OF 12 WOODLAND TISSUES ,5295,27.15,195,1512.93,7.76,190,143,7.962789473684211,27.86842105263158,0.03295690251209956
21982,PACK OF 12 SUKI TISSUES ,7346,27.11,271,2083.58,7.69,259,182,8.044710424710425,28.362934362934364,0.041945148651763076
21983,PACK OF 12 BLUE PAISLEY TISSUES ,2223,17.93,124,712.73,5.75,124,98,5.7478225806451615,17.927419354838708,0.022585849274026272
21984,PACK OF 12 PINK PAISLEY TISSUES ,3309,20.43,162,1003.95,6.2,157,123,6.394585987261147,21.076433121019107,0.028347545517400322
21985,PACK OF 12 HEARTS DESIGN TISSUES ,8569,23.74,361,2550.29,7.06,354,262,7.204209039548022,24.206214689265536,0.060382576630560035
21986,PACK OF 12 PINK POLKADOT TISSUES,3985,25.38,157,1129.79,7.2,155,118,7.288967741935483,25.70967741935484,0.027195206268725514
21987,PACK OF 6 SKULL PAPER CUPS,2050,13.49,152,1254.74,8.25,147,106,8.535646258503402,13.945578231292517,0.02442959207190597
21988,PACK OF 6 SKULL PAPER PLATES,2194,14.72,149,1663.3,11.16,147,101,11.314965986394558,14.92517006802721,0.02327725282323116
21989,PACK OF 20 SKULL PAPER NAPKINS,2068,9.8,211,1675.24,7.94,205,130,8.17190243902439,10.08780487804878,0.029960820465545056
21990,MODERN FLORAL STATIONERY SET,1219,6.55,186,1745.05,9.38,177,127,9.859039548022599,6.887005649717514,0.02926941691634017
21991,BOHEMIAN COLLAGE STATIONERY SET,471,4.57,103,675.53,6.56,102,80,6.622843137254901,4.617647058823529,0.01843742797879696
21992,VINTAGE PAISLEY STATIONERY SET,1163,5.38,216,1658.69,7.68,199,160,8.335125628140704,5.844221105527638,0.03687485595759392
21993,FLORAL FOLK STATIONERY SET,1366,6.44,212,1934.85,9.13,205,151,9.438292682926829,6.663414634146341,0.034800645309979256
22021,BLUE FELT EASTER EGG BASKET,350,5.3,66,577.5,8.75,64,60,9.0234375,5.46875,0.013828070984097718
22023,EMPIRE BIRTHDAY CARD,1143,13.29,86,481.29,5.6,84,71,5.729642857142857,13.607142857142858,0.0163632173311823
22024,RAINY LADIES BIRTHDAY CARD,2304,17.59,131,928.99,7.09,129,90,7.201472868217055,17.86046511627907,0.020742106476146577
22025,RING OF ROSES BIRTHDAY CARD,1776,19.96,89,707.04,7.94,87,73,8.126896551724137,20.413793103448278,0.016824153030652225
22026,BANQUET BIRTHDAY  CARD  ,1572,15.56,101,647.28,6.41,100,71,6.472799999999999,15.72,0.0163632173311823
22027,TEA PARTY BIRTHDAY CARD,4165,15.72,265,1702.79,6.43,262,180,6.499198473282442,15.896946564885496,0.041484212952293154
22028,PENNY FARTHING BIRTHDAY CARD,2915,15.59,187,1203.49,6.44,185,124,6.505351351351352,15.756756756756756,0.028578013367135283
22029,SPACEBOY BIRTHDAY CARD,7858,19.79,397,3130.22,7.88,394,234,7.944720812182741,19.944162436548222,0.0539294768379811
22030,SWALLOWS GREETING CARD,5361,21.88,245,2130.63,8.7,242,179,8.804256198347108,22.15289256198347,0.04125374510255819
22031,BOTANICAL LAVENDER BIRTHDAY CARD,363,11.34,32,158.61,4.96,32,28,4.9565625,11.34375,0.006453099792578935
22032,BOTANICAL LILY GREETING CARD,361,11.65,31,151.62,4.89,31,28,4.8909677419354844,11.64516129032258,0.006453099792578935
22033,BOTANICAL ROSE GREETING CARD,336,16.0,21,141.12,6.72,21,20,6.720000000000001,16.0,0.00460935699469924
22034,ROBIN CHRISTMAS CARD,3,3.0,1,1.26,1.26,1,1,1.26,3.0,0.00023046784973496196
22035,VINTAGE CARAVAN GREETING CARD ,1406,15.98,88,574.06,6.52,87,65,6.598390804597701,16.160919540229884,0.014980410232772528
22037,ROBOT BIRTHDAY CARD,3795,14.48,262,1573.12,6.0,257,173,6.1210894941634235,14.766536964980546,0.03987093800414842
22038,BOTANICAL LAVENDER GIFT WRAP ,475,25.0,19,199.5,10.5,19,19,10.5,25.0,0.004378889144964277
22039,BOTANICAL LILY GIFT WRAP,250,35.71,7,105.0,15.0,7,6,15.0,35.714285714285715,0.0013828070984097719
22040,BOTANICAL ROSE GIFT WRAP,725,25.89,28,304.5,10.88,28,27,10.875,25.892857142857142,0.006222631942843973
22041,"RECORD FRAME 7"" SINGLE SIZE ",3812,19.16,199,8450.82,42.47,196,73,43.11642857142857,19.448979591836736,0.016824153030652225
22042,CHRISTMAS CARD SINGING ANGEL,372,14.31,26,156.24,6.01,25,24,6.2496,14.88,0.0055312283936390875
22043,CHRISTMAS CARD SCREEN PRINT ,1188,27.63,43,283.32,6.59,43,40,6.5888372093023255,27.627906976744185,0.00921871398939848
22044,CHRISTMAS CARD STACK OF PRESENTS,816,22.67,36,196.44,5.46,36,35,5.456666666666667,22.666666666666668,0.00806637474072367
22045,SPACEBOY GIFT WRAP,6502,31.41,207,2662.84,12.86,206,148,12.926407766990293,31.563106796116504,0.03410924176077437
22046,TEA PARTY  WRAPPING PAPER ,2250,30.0,75,929.0,12.39,75,62,12.386666666666667,30.0,0.014289006683567642
22047,EMPIRE GIFT WRAP,3400,31.78,107,1384.0,12.93,105,93,13.18095238095238,32.38095238095238,0.021433510025351463
22048,BIRTHDAY BANQUET GIFT WRAP,975,30.47,32,393.5,12.3,32,32,12.296875,30.46875,0.007374971191518783
22049,WRAP CHRISTMAS SCREEN PRINT,1025,32.03,32,275.25,8.6,31,26,8.879032258064516,33.064516129032256,0.005992164093109011
22050,PINK PAISLEY ROSE GIFT WRAP,1225,30.62,40,498.5,12.46,40,37,12.4625,30.625,0.008527310440193593
22051,BLUE SCANDINAVIAN PAISLEY WRAP,1000,25.0,40,420.0,10.5,39,36,10.76923076923077,25.641025641025642,0.00829684259045863
22052,VINTAGE CARAVAN GIFT WRAP,571,24.83,23,239.82,10.43,23,22,10.42695652173913,24.82608695652174,0.005070292694169164
22053,EMPIRE DESIGN ROSETTE,4236,162.92,26,3596.42,138.32,26,23,138.32384615384615,162.92307692307693,0.005300760543904126
22055,MINI CAKE STAND  HANGING STRAWBERY,1253,8.41,149,1665.08,11.18,142,102,11.725915492957746,8.82394366197183,0.02350772067296612
22057,CERAMIC PLATE STRAWBERRY DESIGN,578,10.32,56,648.18,11.57,56,46,11.574642857142857,10.321428571428571,0.010601521087808251
22059,CERAMIC STRAWBERRY DESIGN MUG,1749,11.43,153,1973.17,12.9,142,85,13.89556338028169,12.316901408450704,0.019589767227471768
22060,LARGE CAKE STAND HANGING HEARTS,233,6.3,37,1118.95,30.24,34,31,32.91029411764706,6.852941176470588,0.007144503341783821
22061,LARGE CAKE STAND  HANGING STRAWBERY,565,4.35,130,3864.63,29.73,129,86,29.958372093023257,4.37984496124031,0.01982023507720673
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,595,9.6,62,603.89,9.74,53,44,11.394150943396227,11.226415094339623,0.010140585388338327
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,544,6.11,89,1127.2,12.67,81,56,13.91604938271605,6.716049382716049,0.01290619958515787
22064,PINK DOUGHNUT TRINKET POT ,1608,9.29,173,2142.6,12.38,164,85,13.064634146341463,9.804878048780488,0.019589767227471768
22065,CHRISTMAS PUDDING TRINKET POT ,6452,35.84,180,2892.02,16.07,165,132,17.52739393939394,39.1030303030303,0.030421756165014982
22066,LOVE HEART TRINKET POT,2248,16.06,140,1035.38,7.4,131,99,7.903664122137405,17.16030534351145,0.022816317123761237
22067,CHOC TRUFFLE GOLD TRINKET POT ,389,7.63,51,569.13,11.16,48,32,11.856875,8.104166666666666,0.007374971191518783
22068,BLACK PIRATE TREASURE CHEST,437,5.14,85,509.37,5.99,81,56,6.288518518518519,5.395061728395062,0.01290619958515787
22069,BROWN  PIRATE TREASURE CHEST ,220,5.64,39,240.78,6.17,37,26,6.507567567567568,5.945945945945946,0.005992164093109011
22070,SMALL RED RETROSPOT MUG IN BOX ,874,10.16,86,2034.43,23.66,84,62,24.219404761904762,10.404761904761905,0.014289006683567642
22071,SMALL WHITE RETROSPOT MUG IN BOX ,711,9.48,75,1298.79,17.32,72,64,18.03875,9.875,0.014749942383037565
22072,RED RETROSPOT TEA CUP AND SAUCER ,813,5.49,148,2539.19,17.16,139,90,18.267553956834533,5.848920863309353,0.020742106476146577
22073,RED RETROSPOT STORAGE JAR,300,6.12,49,1074.6,21.93,45,38,23.88,6.666666666666667,0.008757778289928554
22074,6 RIBBONS SHIMMERING PINKS ,1001,13.0,77,774.59,10.06,75,61,10.327866666666667,13.346666666666666,0.01405853883383268
22075,6 RIBBONS ELEGANT CHRISTMAS ,1565,12.52,125,2019.23,16.15,120,96,16.826916666666666,13.041666666666666,0.02212491357455635
22076,6 RIBBONS EMPIRE  ,1035,9.08,114,1304.37,11.44,113,96,11.543097345132743,9.15929203539823,0.02212491357455635
22077,6 RIBBONS RUSTIC CHARM,8605,11.46,751,14988.59,19.96,726,413,20.64544077134986,11.852617079889807,0.0951832219405393
22078,RIBBON REEL LACE DESIGN ,1300,8.55,152,2610.0,17.17,143,105,18.251748251748253,9.090909090909092,0.024199124222171006
22079,RIBBON REEL HEARTS DESIGN ,1715,7.36,233,2831.99,12.15,225,190,12.586622222222221,7.622222222222222,0.04378889144964278
22080,RIBBON REEL POLKADOTS ,1182,9.02,131,1902.3,14.52,126,116,15.097619047619046,9.380952380952381,0.026734270569255588
22081,RIBBON REEL FLORA + FAUNA ,595,6.54,91,994.87,10.93,89,74,11.178314606741573,6.685393258426966,0.017054620880387186
22082,RIBBON REEL STRIPES DESIGN ,2558,7.27,352,4208.78,11.96,334,250,12.601137724550897,7.658682634730539,0.057616962433740496
22083,PAPER CHAIN KIT RETROSPOT,4307,9.61,448,12043.21,26.88,444,294,27.124346846846844,9.70045045045045,0.06775754782207882
22084,PAPER CHAIN KIT EMPIRE,4893,12.78,383,13435.15,35.08,374,277,35.922860962566844,13.082887700534759,0.06383959437658447
22085,PAPER CHAIN KIT SKULLS ,507,6.85,74,1415.65,19.13,73,62,19.39246575342466,6.945205479452055,0.014289006683567642
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,15617,15.33,1019,42660.83,41.87,980,613,43.53145918367347,15.935714285714285,0.1412767918875317
22087,PAPER BUNTING WHITE LACE,3779,14.26,265,10264.05,38.73,257,155,39.93793774319066,14.704280155642023,0.03572251670891911
22088,PAPER BUNTING COLOURED LACE,1698,9.93,171,4683.1,27.39,169,115,27.710650887573966,10.04733727810651,0.026503802719520627
22089,PAPER BUNTING VINTAGE PAISLEY,1214,6.6,184,3398.5,18.47,181,142,18.776243093922652,6.707182320441989,0.0327264346623646
22090,PAPER BUNTING RETROSPOT,6903,12.03,574,18791.89,32.74,568,325,33.08431338028169,12.153169014084508,0.07490205116386264
22091,EMPIRE TISSUE BOX,1945,14.41,135,922.79,6.84,130,97,7.0983846153846155,14.961538461538462,0.02235538142429131
22092,BLUE PAISLEY TISSUE BOX,668,7.42,90,312.34,3.47,88,75,3.5493181818181814,7.590909090909091,0.017285088730122147
22093,MOTORING TISSUE BOX,1828,11.42,160,806.76,5.04,153,114,5.272941176470588,11.947712418300654,0.026273334869785666
22094,RED RETROSPOT TISSUE BOX,2087,13.55,154,933.24,6.06,145,117,6.436137931034483,14.393103448275863,0.02696473841899055
22095,LADS ONLY TISSUE BOX,1578,13.84,114,1432.04,12.56,102,72,14.039607843137254,15.470588235294118,0.01659368518091726
22096,PINK PAISLEY SQUARE TISSUE BOX ,1364,11.56,118,564.48,4.78,109,89,5.178715596330275,12.513761467889909,0.020511638626411616
22097,SWALLOW SQUARE TISSUE BOX,1591,10.47,152,692.73,4.56,132,103,5.2479545454545455,12.053030303030303,0.023738188522701084
22098,BOUDOIR SQUARE TISSUE BOX,1957,12.96,151,911.72,6.04,143,98,6.375664335664336,13.685314685314685,0.022585849274026272
22099,CARAVAN SQUARE TISSUE BOX,1405,10.56,133,707.63,5.32,122,96,5.800245901639344,11.51639344262295,0.02212491357455635
22100,SKULLS SQUARE TISSUE BOX,729,18.23,40,305.81,7.65,38,34,8.04763157894737,19.18421052631579,0.007835906890988707
22101,MIRROR MOSAIC VOTIVE HOLDER,837,34.88,24,631.62,26.32,24,21,26.3175,34.875,0.004839824844434202
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1533,85.17,18,715.05,39.72,18,13,39.724999999999994,85.16666666666667,0.0029960820465545056
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1165,68.53,17,714.09,42.01,15,12,47.606,77.66666666666667,0.0027656141968195437
22104,MIRROR MOSAIC CANDLE PLATE,151,12.58,12,120.07,10.01,12,9,10.005833333333333,12.583333333333334,0.0020742106476146576
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,506,50.6,10,566.5,56.65,10,9,56.65,50.6,0.0020742106476146576
22106,MIRROR MOSAIC HURRICANE LAMP ,286,23.83,12,584.9,48.74,12,9,48.74166666666667,23.833333333333332,0.0020742106476146576
22107,PIZZA PLATE IN BOX,293,3.96,74,967.48,13.07,69,44,14.021449275362318,4.246376811594203,0.010140585388338327
22108,PING! MICROWAVE PLATE,101,3.61,28,246.53,8.8,28,16,8.804642857142857,3.607142857142857,0.0036874855957593914
22109,FULL ENGLISH BREAKFAST PLATE,1383,8.48,163,4993.05,30.63,158,100,31.601582278481015,8.753164556962025,0.023046784973496198
22110,BIRD HOUSE HOT WATER BOTTLE,618,3.79,163,1564.61,9.6,154,116,10.159805194805195,4.012987012987013,0.026734270569255588
22111,SCOTTIE DOG HOT WATER BOTTLE,4259,6.35,671,20104.35,29.96,656,425,30.646874999999998,6.492378048780488,0.09794883613735884
22112,CHOCOLATE HOT WATER BOTTLE,5160,7.23,714,23624.24,33.09,700,382,33.748914285714285,7.371428571428571,0.08803871859875548
22113,GREY HEART HOT WATER BOTTLE,3156,5.84,540,12191.15,22.58,511,337,23.85743639921722,6.176125244618396,0.07766766536068219
22114,HOT WATER BOTTLE TEA AND SYMPATHY,3736,7.18,520,15415.22,29.64,514,325,29.990700389105058,7.2684824902723735,0.07490205116386264
22115,METAL SIGN EMPIRE TEA,1495,8.08,185,1706.81,9.23,183,152,9.326830601092896,8.169398907103826,0.03503111315971422
22116,METAL SIGN HIS DINNER IS SERVED,505,5.61,90,493.39,5.48,90,65,5.482111111111111,5.611111111111111,0.014980410232772528
