CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,RFM_Segment,FirstPurchase,LastPurchase,AvgOrderValue,OrderValueStd,TotalItems,AvgItemsPerOrder,ProductDiversity,Country,CustomerLifetime,DaysSinceLastPurchase,PurchaseFrequency
13313,22,5,1555.32,4,4,4,12,Champions,2011-01-04 10:00:00,2011-11-17 16:48:00,19.94,9.52,851,10.91,47,United Kingdom,317,22,
13314,2,3,775.94,5,3,3,11,Loyal Customers,2011-09-27 10:20:00,2011-12-08 12:29:00,12.52,5.7,560,9.03,55,United Kingdom,72,2,
13316,37,4,5977.7300000000005,3,4,5,12,Potential Loyalists,2011-03-30 13:01:00,2011-11-02 13:40:00,68.71,77.36,6948,79.86,66,United Kingdom,217,37,
13317,66,6,2273.68,3,5,5,13,Potential Loyalists,2010-12-16 09:22:00,2011-10-04 13:35:00,18.34,6.08,1035,8.35,100,United Kingdom,292,66,
13318,1,3,640.76,5,3,3,11,Loyal Customers,2011-11-02 13:26:00,2011-12-08 18:51:00,32.04,26.47,304,15.2,14,United Kingdom,36,1,
13319,5,26,10845.550000000001,5,5,5,15,Champions,2010-12-09 10:04:00,2011-12-04 13:34:00,22.78,14.41,4724,9.92,209,United Kingdom,360,5,
13320,78,4,1548.7,2,4,4,10,At Risk,2011-05-10 10:29:00,2011-09-22 18:07:00,14.61,4.68,1096,10.34,77,United Kingdom,135,78,
13321,72,2,567.36,3,2,3,8,Others,2011-09-14 15:18:00,2011-09-28 15:24:00,51.58,64.27,372,33.82,10,United Kingdom,14,72,
13322,17,1,199.48000000000002,4,1,1,6,New Customers,2011-11-22 14:21:00,2011-11-22 14:21:00,7.98,8.64,117,4.68,25,United Kingdom,0,17,
13323,3,5,787.85,5,4,3,12,Loyal Customers,2011-09-16 13:23:00,2011-12-06 17:12:00,37.52,42.1,175,8.33,6,United Kingdom,81,3,
13324,36,10,7121.95,3,5,5,13,Potential Loyalists,2010-12-14 09:50:00,2011-11-03 16:28:00,94.96,63.95,5205,69.4,25,United Kingdom,324,36,
13325,82,1,675.3,2,1,3,6,Lost,2011-09-19 10:36:00,2011-09-19 10:36:00,56.28,45.29,240,20.0,12,United Kingdom,0,82,
13327,39,8,3627.77,3,5,5,13,Potential Loyalists,2010-12-09 15:32:00,2011-11-01 10:21:00,33.59,22.01,1600,14.81,74,United Kingdom,326,39,
13328,316,1,1308.48,1,1,4,6,Lost,2011-01-27 15:22:00,2011-01-27 15:22:00,76.97,63.12,680,40.0,17,United Kingdom,0,316,
13329,32,2,789.0,4,2,3,9,New Customers,2010-12-08 10:11:00,2011-11-08 10:29:00,46.41,36.81,463,27.24,16,United Kingdom,335,32,
13330,93,3,1140.93,2,3,4,9,At Risk,2011-01-28 10:08:00,2011-09-08 12:27:00,21.53,12.38,751,14.17,37,United Kingdom,223,93,
13332,14,1,350.9,4,1,2,7,New Customers,2011-11-25 13:30:00,2011-11-25 13:30:00,16.71,3.47,179,8.52,21,United Kingdom,0,14,
13334,82,3,3536.82,2,3,5,10,At Risk,2011-02-07 11:42:00,2011-09-18 15:21:00,13.2,9.2,1774,6.62,207,United Kingdom,223,82,
13336,77,1,795.12,2,1,3,6,Lost,2011-09-23 14:05:00,2011-09-23 14:05:00,15.59,3.98,559,10.96,51,United Kingdom,0,77,
13338,158,1,487.02,2,1,2,5,Lost,2011-07-05 09:06:00,2011-07-05 09:06:00,25.63,28.47,256,13.47,19,United Kingdom,0,158,
13339,201,1,860.12,1,1,3,5,Lost,2011-05-23 08:31:00,2011-05-23 08:31:00,15.93,4.72,326,6.04,54,United Kingdom,0,201,
13340,45,7,10736.48,3,5,5,13,Potential Loyalists,2011-03-08 11:39:00,2011-10-25 13:15:00,80.12,62.83,5770,43.06,128,United Kingdom,231,45,
13341,261,1,775.85,1,1,3,5,Lost,2011-03-24 09:50:00,2011-03-24 09:50:00,18.47,11.6,301,7.17,42,United Kingdom,0,261,
13343,178,1,353.43,2,1,2,5,Lost,2011-06-15 12:24:00,2011-06-15 12:24:00,18.6,8.69,135,7.11,19,United Kingdom,0,178,
13344,68,3,2543.72,3,3,5,11,Potential Loyalists,2011-03-07 10:28:00,2011-10-03 09:45:00,21.38,27.84,971,8.16,115,United Kingdom,209,68,
13345,288,1,389.5,1,1,2,4,Lost,2011-02-25 09:01:00,2011-02-25 09:01:00,19.48,7.68,141,7.05,20,United Kingdom,0,288,
13347,70,1,341.36,3,1,2,6,Others,2011-09-30 13:28:00,2011-09-30 13:28:00,42.67,8.85,205,25.62,8,United Kingdom,0,70,
13348,64,1,233.76,3,1,1,5,Others,2011-10-06 17:28:00,2011-10-06 17:28:00,16.7,7.69,136,9.71,14,United Kingdom,0,64,
13349,11,1,247.32,5,1,1,7,New Customers,2011-11-29 08:07:00,2011-11-29 08:07:00,15.46,10.36,225,14.06,16,United Kingdom,0,11,
13350,16,2,979.12,4,2,4,10,New Customers,2011-09-21 13:33:00,2011-11-23 16:33:00,24.48,14.94,287,7.18,36,United Kingdom,63,16,
13351,66,1,373.94,3,1,2,6,Others,2011-10-04 12:55:00,2011-10-04 12:55:00,23.37,8.33,117,7.31,16,United Kingdom,0,66,
13352,60,1,397.97999999999996,3,1,2,6,Others,2011-10-10 13:55:00,2011-10-10 13:55:00,16.58,8.6,321,13.38,24,United Kingdom,0,60,
13354,71,1,743.53,3,1,3,7,Others,2011-09-29 13:17:00,2011-09-29 13:17:00,14.58,6.41,604,11.84,51,United Kingdom,0,71,
13355,122,1,674.7,2,1,3,6,Lost,2011-08-09 14:48:00,2011-08-09 14:48:00,21.08,15.69,314,9.81,32,United Kingdom,0,122,
13356,80,1,768.24,2,1,3,6,Lost,2011-09-20 14:33:00,2011-09-20 14:33:00,18.29,8.72,325,7.74,42,United Kingdom,0,80,
13357,257,1,609.95,1,1,3,5,Lost,2011-03-27 13:56:00,2011-03-27 13:56:00,6.78,5.83,322,3.58,85,United Kingdom,0,257,
13358,269,1,439.03,1,1,2,4,Lost,2011-03-16 11:52:00,2011-03-16 11:52:00,15.14,7.95,285,9.83,29,United Kingdom,0,269,
13359,64,1,439.56,3,1,2,6,Others,2011-10-07 09:30:00,2011-10-07 09:30:00,19.11,9.69,161,7.0,23,United Kingdom,0,64,
13362,9,4,3090.7400000000002,5,4,5,14,Champions,2011-02-25 11:33:00,2011-11-30 14:41:00,18.62,8.25,1382,8.33,128,United Kingdom,278,9,
13363,18,2,992.5,4,2,4,10,New Customers,2011-10-27 10:46:00,2011-11-22 12:40:00,16.54,8.48,710,11.83,47,United Kingdom,26,18,
13364,71,1,134.95999999999998,3,1,1,5,Others,2011-09-29 18:13:00,2011-09-29 18:13:00,13.5,5.18,71,7.1,10,United Kingdom,0,71,
13365,34,2,2225.37,3,2,5,10,Potential Loyalists,2011-05-06 12:00:00,2011-11-06 12:36:00,17.39,9.12,1247,9.74,122,United Kingdom,184,34,
13366,50,1,56.160000000000004,3,1,1,5,Others,2011-10-20 13:37:00,2011-10-20 13:37:00,56.16,,144,144.0,1,United Kingdom,0,50,
13368,257,2,623.4,1,2,3,6,Lost,2011-01-06 12:32:00,2011-03-28 09:59:00,21.5,11.35,327,11.28,29,United Kingdom,80,257,
13369,366,1,308.28000000000003,1,1,2,4,Lost,2010-12-09 11:30:00,2010-12-09 11:30:00,22.02,12.56,149,10.64,14,United Kingdom,0,366,
13370,372,1,754.87,1,1,3,5,Lost,2010-12-03 10:26:00,2010-12-03 10:26:00,19.36,6.99,343,8.79,39,United Kingdom,0,372,
13372,90,1,378.64,2,1,2,5,Lost,2011-09-11 12:46:00,2011-09-11 12:46:00,16.46,8.93,159,6.91,23,United Kingdom,0,90,
13373,61,3,3312.25,3,3,5,11,Potential Loyalists,2011-03-08 14:35:00,2011-10-10 10:51:00,20.96,14.54,1651,10.45,135,United Kingdom,215,61,
13375,89,1,778.65,2,1,3,6,Lost,2011-09-12 10:19:00,2011-09-12 10:19:00,21.04,15.97,442,11.95,37,United Kingdom,0,89,
13376,99,3,1019.76,2,3,4,9,At Risk,2011-04-19 13:03:00,2011-09-01 16:16:00,19.24,10.13,493,9.3,45,United Kingdom,135,99,
13379,26,3,572.56,4,3,3,10,Loyal Customers,2011-07-26 12:26:00,2011-11-13 13:45:00,5.9,5.43,601,6.2,85,United Kingdom,110,26,
13381,32,6,3639.31,4,5,5,14,Champions,2011-02-14 10:10:00,2011-11-08 11:58:00,21.16,11.38,2029,11.8,77,United Kingdom,267,32,
13382,281,1,222.99,1,1,1,3,Lost,2011-03-04 10:03:00,2011-03-04 10:03:00,14.87,2.18,131,8.73,15,United Kingdom,0,281,
13384,31,7,4151.93,4,5,5,14,Champions,2011-06-14 12:47:00,2011-11-09 11:04:00,27.32,26.15,2422,15.93,123,United Kingdom,147,31,
13385,330,1,534.57,1,1,3,5,Lost,2011-01-14 09:52:00,2011-01-14 09:52:00,15.27,7.63,281,8.03,35,United Kingdom,0,330,
13388,131,2,677.1,2,2,3,7,Lost,2011-07-31 12:52:00,2011-07-31 12:52:00,19.35,10.32,282,8.06,35,United Kingdom,0,131,
13389,11,3,797.96,5,3,3,11,Loyal Customers,2011-04-21 12:12:00,2011-11-28 14:01:00,15.65,4.75,429,8.41,50,United Kingdom,221,11,
13390,75,1,544.08,2,1,3,6,Lost,2011-09-26 08:38:00,2011-09-26 08:38:00,41.85,37.67,224,17.23,13,United Kingdom,0,75,
13391,204,1,59.8,1,1,1,3,Lost,2011-05-20 10:50:00,2011-05-20 10:50:00,59.8,,4,4.0,1,United Kingdom,0,204,
13394,2,8,2520.02,5,5,5,15,Champions,2011-02-03 10:39:00,2011-12-08 11:36:00,16.26,13.21,2392,15.43,124,United Kingdom,308,2,
13395,185,1,307.72,1,1,2,4,Lost,2011-06-07 15:04:00,2011-06-07 15:04:00,14.65,7.95,336,16.0,21,United Kingdom,0,185,
13396,29,2,1360.99,4,2,4,10,New Customers,2011-01-24 13:37:00,2011-11-10 16:59:00,31.65,21.84,600,13.95,42,United Kingdom,290,29,
13397,73,5,1544.13,2,4,4,10,At Risk,2011-01-04 13:50:00,2011-09-28 10:56:00,40.64,33.35,430,11.32,28,United Kingdom,266,73,
13398,192,1,457.34,1,1,2,4,Lost,2011-05-31 13:17:00,2011-05-31 13:17:00,17.59,7.07,281,10.81,26,United Kingdom,0,192,
13402,127,2,621.23,2,2,3,7,Lost,2010-12-02 17:12:00,2011-08-04 15:51:00,15.93,11.69,479,12.28,32,United Kingdom,244,127,
13403,18,1,75.0,4,1,1,6,New Customers,2011-11-22 08:28:00,2011-11-22 08:28:00,25.0,17.32,44,14.67,3,United Kingdom,0,18,
13404,1,2,252.49,5,2,2,9,New Customers,2011-05-11 11:57:00,2011-12-08 15:37:00,22.95,14.54,111,10.09,11,United Kingdom,211,1,
13405,74,3,572.451,2,3,3,8,At Risk,2011-01-26 09:27:00,2011-09-26 17:01:00,21.2,8.43,165,6.11,25,United Kingdom,243,74,
13408,2,62,28117.04,5,5,5,15,Champions,2010-12-01 10:39:00,2011-12-08 09:05:00,58.82,47.95,16232,33.96,234,United Kingdom,371,2,
13410,24,5,1003.06,4,4,4,12,Champions,2011-02-21 14:38:00,2011-11-15 15:33:00,35.82,21.8,518,18.5,15,United Kingdom,267,24,
13411,107,1,213.55,2,1,1,4,Lost,2011-08-24 13:57:00,2011-08-24 13:57:00,11.86,9.21,72,4.0,17,United Kingdom,0,107,
13414,134,3,1390.5,2,3,4,9,At Risk,2011-02-16 12:13:00,2011-07-29 11:45:00,57.94,109.42,1574,65.58,23,United Kingdom,162,134,
13416,44,2,712.5,3,2,3,8,Others,2011-09-19 14:43:00,2011-10-27 08:56:00,37.5,20.0,142,7.47,11,United Kingdom,37,44,
13417,5,2,640.83,5,2,3,10,New Customers,2011-05-18 16:26:00,2011-12-05 08:49:00,22.89,7.8,162,5.79,26,United Kingdom,200,5,
13418,12,18,6127.43,5,5,5,15,Champions,2010-12-02 10:45:00,2011-11-28 10:23:00,20.16,24.16,3918,12.89,223,United Kingdom,360,12,
13419,64,1,221.06,3,1,1,5,Others,2011-10-07 12:49:00,2011-10-07 12:49:00,13.82,7.6,275,17.19,16,United Kingdom,0,64,
13420,150,2,159.85,2,2,1,5,Lost,2011-06-22 11:35:00,2011-07-13 08:48:00,19.98,10.41,101,12.62,8,United Kingdom,20,150,
13421,40,2,1851.08,3,2,4,9,Potential Loyalists,2011-02-22 15:46:00,2011-10-30 14:21:00,17.8,15.35,1181,11.36,88,United Kingdom,249,40,
13422,64,1,2626.3,3,1,5,9,Potential Loyalists,2011-10-06 13:42:00,2011-10-06 13:42:00,20.68,10.22,1326,10.44,127,United Kingdom,0,64,
13425,108,3,1624.21,2,3,4,9,At Risk,2011-02-18 08:34:00,2011-08-23 17:13:00,20.82,16.47,1123,14.4,66,United Kingdom,186,108,
13426,1,10,3641.32,5,5,5,15,Champions,2010-12-15 12:43:00,2011-12-09 08:59:00,23.19,26.29,2245,14.3,103,United Kingdom,358,1,
13427,19,3,582.6,4,3,3,10,Loyal Customers,2011-05-08 15:58:00,2011-11-20 13:02:00,20.09,14.69,545,18.79,25,United Kingdom,195,19,
13428,10,1,218.47,5,1,1,7,New Customers,2011-11-29 14:20:00,2011-11-29 14:20:00,2.95,2.22,156,2.11,70,United Kingdom,0,10,
13429,11,4,1006.8,5,4,4,13,Champions,2011-09-25 15:59:00,2011-11-29 09:10:00,15.03,8.76,1390,20.75,55,United Kingdom,64,11,
13430,19,2,679.45,4,2,3,9,New Customers,2011-09-14 14:26:00,2011-11-21 08:19:00,13.87,8.94,751,15.33,48,United Kingdom,67,19,
13431,67,2,1269.1,3,2,4,9,Potential Loyalists,2011-09-12 11:25:00,2011-10-03 13:49:00,27.59,29.02,672,14.61,44,United Kingdom,21,67,
13434,74,2,534.24,2,2,3,7,Lost,2011-09-04 10:35:00,2011-09-26 14:30:00,53.42,66.74,300,30.0,9,United Kingdom,22,74,
13435,5,7,3809.8900000000003,5,5,5,15,Champions,2011-06-03 17:07:00,2011-12-04 14:45:00,37.72,42.78,2129,21.08,68,United Kingdom,183,5,
13436,2,1,196.89,5,1,1,7,New Customers,2011-12-08 10:33:00,2011-12-08 10:33:00,16.41,4.7,76,6.33,12,United Kingdom,0,2,
13437,14,7,3408.06,4,5,5,14,Champions,2011-06-02 14:30:00,2011-11-25 14:00:00,20.41,12.89,1283,7.68,143,United Kingdom,175,14,
13439,255,1,283.71,1,1,2,4,Lost,2011-03-29 14:20:00,2011-03-29 14:20:00,5.25,3.66,242,4.48,54,United Kingdom,0,255,
13441,92,1,296.64,2,1,2,5,Lost,2011-09-09 09:38:00,2011-09-09 09:38:00,22.82,20.0,204,15.69,13,United Kingdom,0,92,
13447,23,3,1129.14,4,3,4,11,Loyal Customers,2011-11-04 10:10:00,2011-11-16 13:38:00,19.14,10.47,584,9.9,55,United Kingdom,12,23,
13448,17,6,3539.37,4,5,5,14,Champions,2010-12-01 10:52:00,2011-11-23 12:33:00,18.15,12.97,1660,8.51,137,United Kingdom,357,17,
13449,24,1,291.88,4,1,2,7,New Customers,2011-11-16 08:28:00,2011-11-16 08:28:00,15.36,7.66,222,11.68,19,United Kingdom,0,24,
13450,27,6,2043.7199999999998,4,5,4,13,Champions,2011-05-05 19:48:00,2011-11-13 11:54:00,28.78,19.92,1982,27.92,32,United Kingdom,191,27,
13451,26,5,2976.15,4,4,5,13,Champions,2011-01-09 15:35:00,2011-11-13 15:58:00,6.72,4.95,2149,4.85,315,United Kingdom,308,26,
13452,259,2,590.0,1,2,3,6,Lost,2011-03-14 11:38:00,2011-03-25 14:19:00,295.0,0.0,2,1.0,1,United Kingdom,11,259,
13453,166,2,356.97999999999996,2,2,2,6,Lost,2011-02-23 09:44:00,2011-06-27 09:34:00,21.0,8.17,134,7.88,16,United Kingdom,123,166,
13455,25,2,1058.34,4,2,4,10,New Customers,2010-12-08 13:11:00,2011-11-15 11:21:00,23.01,11.84,354,7.7,42,United Kingdom,341,25,
13456,18,6,1766.72,4,5,4,13,Champions,2011-05-16 15:34:00,2011-11-22 09:18:00,28.04,35.71,765,12.14,43,United Kingdom,189,18,
13458,7,14,9646.57,5,5,5,15,Champions,2010-12-15 12:05:00,2011-12-02 15:29:00,25.25,18.46,5508,14.42,242,United Kingdom,352,7,
13460,29,2,183.44,4,2,1,7,New Customers,2011-10-21 09:50:00,2011-11-10 17:17:00,10.79,3.43,286,16.82,16,United Kingdom,20,29,
13461,39,3,1445.0,3,3,4,10,Potential Loyalists,2011-06-29 10:23:00,2011-11-01 09:01:00,53.52,27.6,1170,43.33,14,United Kingdom,124,39,
13462,253,1,151.5,1,1,1,3,Lost,2011-04-01 11:20:00,2011-04-01 11:20:00,16.83,2.91,62,6.89,9,United Kingdom,0,253,
13464,58,1,674.68,3,1,3,7,Others,2011-10-12 15:01:00,2011-10-12 15:01:00,16.46,5.79,403,9.83,41,United Kingdom,0,58,
13466,184,1,307.9,1,1,2,4,Lost,2011-06-08 16:39:00,2011-06-08 16:39:00,18.11,6.63,259,15.24,17,United Kingdom,0,184,
13467,11,2,1083.71,5,2,4,11,New Customers,2011-11-03 16:56:00,2011-11-29 10:01:00,10.95,9.4,584,5.9,89,United Kingdom,25,11,
13468,2,37,5704.97,5,5,5,15,Champions,2010-12-01 15:08:00,2011-12-08 10:39:00,18.89,13.47,2589,8.57,184,United Kingdom,371,2,
13470,99,2,165.0,2,2,1,5,Lost,2011-08-16 17:06:00,2011-09-01 14:57:00,16.5,0.0,100,10.0,7,United Kingdom,15,99,
13471,1,4,2531.58,5,4,5,14,Champions,2011-10-23 13:10:00,2011-12-08 15:44:00,9.74,7.94,1590,6.12,214,United Kingdom,46,1,
13473,61,2,422.64,3,2,2,7,Others,2011-01-11 08:45:00,2011-10-10 11:20:00,20.13,11.32,266,12.67,21,United Kingdom,272,61,
13474,236,1,229.59,1,1,1,3,Lost,2011-04-17 13:53:00,2011-04-17 13:53:00,3.59,2.75,132,2.06,59,United Kingdom,0,236,
13475,191,4,1431.78,1,4,4,9,At Risk,2011-02-14 12:36:00,2011-06-01 13:52:00,16.65,8.63,1012,11.77,64,United Kingdom,107,191,
13476,179,2,1238.47,2,2,4,8,Lost,2011-03-03 14:43:00,2011-06-14 12:00:00,21.35,20.35,417,7.19,56,United Kingdom,102,179,
13477,38,6,1454.58,3,5,4,12,Potential Loyalists,2011-02-21 12:29:00,2011-11-02 12:04:00,18.41,10.52,1021,12.92,57,United Kingdom,253,38,
13479,201,2,300.95,1,2,2,5,Lost,2011-04-19 11:27:00,2011-05-23 10:45:00,20.06,8.65,134,8.93,14,United Kingdom,33,201,
13481,46,5,1804.56,3,4,4,11,Potential Loyalists,2011-03-28 09:07:00,2011-10-25 09:07:00,16.56,6.33,1142,10.48,98,United Kingdom,211,46,
13482,232,1,184.64,1,1,1,3,Lost,2011-04-21 17:03:00,2011-04-21 17:03:00,16.79,3.87,116,10.55,11,United Kingdom,0,232,
13483,66,1,140.34,3,1,1,5,Others,2011-10-05 11:53:00,2011-10-05 11:53:00,14.03,6.58,160,16.0,10,United Kingdom,0,66,
13484,241,1,313.8,1,1,2,4,Lost,2011-04-12 16:30:00,2011-04-12 16:30:00,39.22,24.32,44,5.5,8,United Kingdom,0,241,
13485,233,1,454.24,1,1,2,4,Lost,2011-04-20 13:58:00,2011-04-20 13:58:00,19.75,12.89,277,12.04,23,United Kingdom,0,233,
13486,78,3,1122.41,2,3,4,9,At Risk,2011-07-07 17:19:00,2011-09-22 13:13:00,16.27,5.6,669,9.7,69,United Kingdom,76,78,
13487,58,3,575.4,3,3,3,9,Others,2010-12-21 14:54:00,2011-10-13 12:07:00,16.92,4.48,265,7.79,26,United Kingdom,295,58,
13488,17,13,8968.31,4,5,5,14,Champions,2010-12-07 13:01:00,2011-11-22 14:41:00,21.25,17.21,4518,10.71,271,United Kingdom,350,17,
13489,105,4,449.52,2,4,2,8,Others,2011-02-18 10:42:00,2011-08-26 13:16:00,32.11,41.07,560,40.0,11,United Kingdom,189,105,
13491,52,10,1215.82,3,5,4,12,Potential Loyalists,2010-12-02 14:30:00,2011-10-19 08:32:00,14.14,5.5,903,10.5,73,United Kingdom,320,52,
13492,136,3,1269.84,2,3,4,9,At Risk,2011-05-09 10:06:00,2011-07-26 14:25:00,25.4,14.51,408,8.16,38,Switzerland,78,136,
13493,275,2,618.63,1,2,3,6,Lost,2011-02-25 16:42:00,2011-03-09 15:35:00,77.33,47.67,380,47.5,6,Switzerland,11,275,
13494,312,1,316.26000000000005,1,1,2,4,Lost,2011-02-01 11:58:00,2011-02-01 11:58:00,17.57,5.55,162,9.0,18,United Kingdom,0,312,
13495,8,5,2044.8700000000001,5,4,4,13,Champions,2010-12-06 15:14:00,2011-12-02 11:21:00,42.6,33.95,829,17.27,34,United Kingdom,360,8,
13496,11,2,653.33,5,2,3,10,New Customers,2010-12-15 10:17:00,2011-11-29 10:58:00,18.67,12.16,341,9.74,28,United Kingdom,349,11,
13497,283,2,348.05,1,2,2,5,Lost,2010-12-06 11:37:00,2011-03-02 09:04:00,18.32,6.08,163,8.58,19,United Kingdom,85,283,
13499,18,5,1159.11,4,4,4,12,Champions,2011-03-15 08:52:00,2011-11-22 11:21:00,27.6,17.99,1365,32.5,31,United Kingdom,252,18,
13500,23,3,1166.77,4,3,4,11,Loyal Customers,2011-08-09 12:20:00,2011-11-16 15:35:00,17.95,5.65,609,9.37,60,United Kingdom,99,23,
13501,288,1,1340.32,1,1,4,6,Lost,2011-02-24 18:59:00,2011-02-24 18:59:00,25.78,23.72,560,10.77,52,Switzerland,0,288,
13502,17,3,292.0,4,3,2,9,Loyal Customers,2011-01-20 09:03:00,2011-11-23 10:39:00,16.22,12.01,264,14.67,17,United Kingdom,307,17,
13503,71,1,216.85,3,1,1,5,Others,2011-09-29 13:23:00,2011-09-29 13:23:00,12.76,4.02,248,14.59,17,United Kingdom,0,71,
13504,64,1,295.93,3,1,2,6,Others,2011-10-06 13:20:00,2011-10-06 13:20:00,13.45,5.44,178,8.09,22,United Kingdom,0,64,
13505,73,4,4393.63,2,4,5,11,At Risk,2011-04-21 12:07:00,2011-09-28 11:56:00,20.44,27.06,2486,11.56,182,Switzerland,159,73,
13506,316,2,458.52,1,2,2,5,Lost,2010-12-05 12:15:00,2011-01-27 13:53:00,17.64,4.77,324,12.46,26,United Kingdom,53,316,
13507,3,4,2479.16,5,4,5,14,Champions,2011-07-17 11:50:00,2011-12-06 13:13:00,15.3,5.94,1597,9.86,146,United Kingdom,142,3,
13508,244,1,110.97,1,1,1,3,Lost,2011-04-10 11:58:00,2011-04-10 11:58:00,9.25,5.74,24,2.0,12,United Kingdom,0,244,
13509,9,7,979.72,5,5,4,14,Champions,2011-02-28 13:27:00,2011-12-01 10:10:00,22.27,19.25,1106,25.14,27,United Kingdom,275,9,
13510,1,4,1791.56,5,4,4,13,Champions,2011-06-09 09:32:00,2011-12-08 13:46:00,15.58,5.82,1386,12.05,86,United Kingdom,182,1,
13512,261,1,251.21,1,1,2,4,Lost,2011-03-24 10:03:00,2011-03-24 10:03:00,16.75,5.43,143,9.53,15,United Kingdom,0,261,
13513,127,1,205.1,2,1,1,4,Lost,2011-08-05 11:50:00,2011-08-05 11:50:00,20.51,14.42,109,10.9,10,United Kingdom,0,127,
13514,74,1,152.20000000000002,2,1,1,4,Lost,2011-09-27 09:39:00,2011-09-27 09:39:00,38.05,3.13,40,10.0,4,United Kingdom,0,74,
13515,73,4,891.12,2,4,3,9,At Risk,2011-04-06 10:33:00,2011-09-28 11:26:00,15.1,5.26,681,11.54,50,United Kingdom,175,73,
13516,21,3,1389.41,4,3,4,11,Loyal Customers,2011-04-15 11:06:00,2011-11-18 13:15:00,31.58,43.73,985,22.39,43,United Kingdom,217,21,
13517,60,3,2128.42,3,3,5,11,Potential Loyalists,2011-06-13 08:44:00,2011-10-11 11:43:00,15.1,4.87,1369,9.71,125,United Kingdom,120,60,
13518,86,1,659.4399999999999,2,1,3,6,Lost,2011-09-15 10:29:00,2011-09-15 10:29:00,17.35,5.35,392,10.32,36,United Kingdom,0,86,
13519,78,1,122.75,2,1,1,4,Lost,2011-09-22 18:24:00,2011-09-22 18:24:00,15.34,4.43,23,2.88,8,United Kingdom,0,78,
13520,59,6,3624.35,3,5,5,13,Potential Loyalists,2010-12-03 10:36:00,2011-10-12 10:20:00,38.97,39.45,1649,17.73,49,Switzerland,312,59,
13521,1,3,1093.65,5,3,4,12,Loyal Customers,2011-11-29 15:09:00,2011-12-08 13:50:00,2.51,2.39,736,1.69,313,United Kingdom,8,1,
13522,30,1,125.80000000000001,4,1,1,6,New Customers,2011-11-09 15:11:00,2011-11-09 15:11:00,25.16,9.37,44,8.8,5,United Kingdom,0,30,
13523,33,5,3964.88,4,4,5,13,Champions,2010-12-08 14:22:00,2011-11-06 15:11:00,23.05,22.13,1752,10.19,157,United Kingdom,333,33,
13524,41,5,680.1800000000001,3,4,3,10,Others,2011-05-04 12:26:00,2011-10-30 12:34:00,25.19,12.08,324,12.0,17,United Kingdom,179,41,
13525,15,2,628.78,4,2,3,9,New Customers,2011-04-05 15:36:00,2011-11-25 12:01:00,104.8,98.96,394,65.67,5,United Kingdom,233,15,
13527,34,7,2287.51,3,5,5,13,Potential Loyalists,2011-01-17 11:17:00,2011-11-06 12:04:00,10.26,6.78,1692,7.59,153,United Kingdom,293,34,
13529,79,2,307.76,2,2,2,6,Lost,2011-05-19 11:50:00,2011-09-22 09:15:00,20.52,12.54,74,4.93,15,United Kingdom,125,79,
13531,205,2,483.8,1,2,2,5,Lost,2010-12-08 15:03:00,2011-05-18 16:56:00,21.99,9.64,174,7.91,17,United Kingdom,161,205,
13532,34,1,210.31,3,1,1,5,Others,2011-11-06 12:25:00,2011-11-06 12:25:00,3.19,3.84,129,1.95,66,United Kingdom,0,34,
13533,183,3,270.79,1,3,2,6,Others,2011-03-17 12:47:00,2011-06-10 11:54:00,3.56,2.18,204,2.68,61,United Kingdom,84,183,
13534,2,25,5870.08,5,5,5,15,Champions,2010-12-16 15:23:00,2011-12-07 14:52:00,19.83,8.68,2961,10.0,119,United Kingdom,355,2,
13536,1,7,3448.29,5,5,5,15,Champions,2011-09-25 13:30:00,2011-12-08 16:38:00,19.26,16.03,2136,11.93,91,United Kingdom,74,1,
13538,43,7,1280.85,3,5,4,12,Potential Loyalists,2011-01-28 10:40:00,2011-10-27 16:34:00,51.23,16.22,175,7.0,10,United Kingdom,272,43,
13539,86,3,631.34,2,3,3,8,At Risk,2011-02-03 15:23:00,2011-09-15 10:18:00,17.06,5.51,320,8.65,35,United Kingdom,223,86,
13544,40,2,291.41,3,2,2,7,Others,2011-04-13 12:09:00,2011-10-31 11:57:00,3.35,2.6,127,1.46,76,United Kingdom,200,40,
13546,12,3,626.99,5,3,3,11,Loyal Customers,2011-05-23 12:14:00,2011-11-27 14:50:00,6.4,5.48,359,3.66,72,United Kingdom,188,12,
13548,96,2,682.41,2,2,3,7,Lost,2011-04-10 11:35:00,2011-09-04 14:50:00,5.5,6.96,441,3.56,114,United Kingdom,147,96,
13549,26,7,918.2,4,5,3,12,Loyal Customers,2011-04-11 13:42:00,2011-11-14 09:20:00,18.0,6.73,458,8.98,37,United Kingdom,216,26,
13551,319,1,91.80000000000001,1,1,1,3,Lost,2011-01-24 14:46:00,2011-01-24 14:46:00,22.95,10.2,12,3.0,4,United Kingdom,0,319,
13552,66,12,3740.07,3,5,5,13,Potential Loyalists,2011-01-28 10:10:00,2011-10-04 15:19:00,34.31,21.41,1417,13.0,82,United Kingdom,249,66,
13555,74,4,4149.28,2,4,5,11,At Risk,2011-05-22 11:06:00,2011-09-27 12:36:00,30.51,23.0,2660,19.56,128,United Kingdom,128,74,
